Date,High,Low,Open,Close,Volume,Adj Close
2006-01-02,5451.56982421875,5409.27978515625,5410.240234375,5449.97998046875,36148300.0,5449.97998046875
2006-01-03,5496.4599609375,5440.740234375,5451.33984375,5460.68017578125,105746000.0,5460.68017578125
2006-01-04,5523.669921875,5477.60009765625,5494.4599609375,5523.6201171875,108624100.0,5523.6201171875
2006-01-05,5526.41015625,5502.25,5521.85986328125,5516.52978515625,102413000.0,5516.52978515625
2006-01-06,5537.580078125,5507.919921875,5521.52001953125,5536.31982421875,90224400.0,5536.31982421875
2006-01-09,5553.5498046875,5532.83984375,5543.33984375,5537.10986328125,96620300.0,5537.10986328125
2006-01-10,5528.27978515625,5482.18017578125,5528.06005859375,5494.7099609375,108573800.0,5494.7099609375
2006-01-11,5537.47998046875,5515.669921875,5524.2001953125,5532.89013671875,106460500.0,5532.89013671875
2006-01-12,5553.47998046875,5516.240234375,5533.25,5542.1298828125,137053500.0,5542.1298828125
2006-01-13,5531.72998046875,5463.77978515625,5531.72998046875,5483.08984375,131097600.0,5483.08984375
2006-01-16,5515.259765625,5462.5400390625,5464.97998046875,5514.64013671875,61050900.0,5514.64013671875
2006-01-17,5481.85986328125,5448.8701171875,5481.85986328125,5460.16015625,96659200.0,5460.16015625
2006-01-18,5426.81982421875,5363.64013671875,5419.18017578125,5395.60986328125,114225200.0,5395.60986328125
2006-01-19,5438.91015625,5410.2900390625,5411.33984375,5430.83984375,105343400.0,5430.83984375
2006-01-20,5447.3701171875,5344.52001953125,5433.68994140625,5349.02001953125,153096700.0,5349.02001953125
2006-01-23,5350.240234375,5290.490234375,5311.89990234375,5348.72021484375,108795300.0,5348.72021484375
2006-01-24,5369.580078125,5321.27001953125,5350.77001953125,5334.2998046875,138339200.0,5334.2998046875
2006-01-25,5430.08984375,5339.009765625,5346.35986328125,5427.08984375,165398700.0,5427.08984375
2006-01-26,5549.080078125,5422.259765625,5433.0498046875,5548.91015625,176251100.0,5548.91015625
2006-01-27,5650.9501953125,5585.3701171875,5586.47998046875,5647.419921875,158593500.0,5647.419921875
2006-01-30,5670.39013671875,5619.06982421875,5636.240234375,5660.02978515625,94694900.0,5660.02978515625
2006-01-31,5697.009765625,5635.81005859375,5667.7001953125,5674.14990234375,132025200.0,5674.14990234375
2006-02-01,5733.56005859375,5643.39990234375,5662.0498046875,5726.52978515625,117846100.0,5726.52978515625
2006-02-02,5760.6298828125,5644.10986328125,5738.5,5649.60009765625,117761700.0,5649.60009765625
2006-02-03,5686.43994140625,5614.2900390625,5662.68994140625,5657.1201171875,112993000.0,5657.1201171875
2006-02-06,5702.759765625,5649.27978515625,5667.18017578125,5666.77978515625,93396800.0,5666.77978515625
2006-02-07,5699.35009765625,5630.10986328125,5680.009765625,5672.919921875,117953600.0,5672.919921875
2006-02-08,5675.56005859375,5598.0498046875,5627.75,5666.41015625,128301300.0,5666.41015625
2006-02-09,5743.68017578125,5694.4599609375,5694.4599609375,5743.68017578125,114754500.0,5743.68017578125
2006-02-10,5745.490234375,5696.02001953125,5730.08984375,5701.47021484375,111063300.0,5701.47021484375
2006-02-13,5756.330078125,5683.8798828125,5699.43994140625,5756.330078125,103099200.0,5756.330078125
2006-02-14,5786.68994140625,5717.43994140625,5759.66015625,5763.39990234375,109033400.0,5763.39990234375
2006-02-15,5790.27001953125,5744.9599609375,5766.60009765625,5764.3701171875,126350400.0,5764.3701171875
2006-02-16,5796.7900390625,5757.25,5786.16015625,5789.25,105175200.0,5789.25
2006-02-17,5814.7900390625,5773.52001953125,5784.64013671875,5795.47998046875,109010400.0,5795.47998046875
2006-02-20,5802.72021484375,5766.990234375,5795.68017578125,5793.9501953125,68231800.0,5793.9501953125
2006-02-21,5850.47021484375,5780.990234375,5798.89013671875,5801.0400390625,122210200.0,5801.0400390625
2006-02-22,5862.06005859375,5783.35009765625,5793.4599609375,5862.06005859375,118585600.0,5862.06005859375
2006-02-23,5884.22021484375,5820.35009765625,5868.1201171875,5857.8798828125,94081400.0,5857.8798828125
2006-02-24,5873.10009765625,5840.60009765625,5856.72998046875,5870.7900390625,70811300.0,5870.7900390625
2006-02-27,5915.93017578125,5871.75,5888.81005859375,5915.14990234375,81833900.0,5915.14990234375
2006-02-28,5916.7998046875,5791.89990234375,5908.580078125,5796.0400390625,109854600.0,5796.0400390625
2006-03-01,5867.58984375,5796.41015625,5806.9599609375,5866.60986328125,103104100.0,5866.60986328125
2006-03-02,5885.72998046875,5749.06005859375,5862.35986328125,5783.490234375,151466500.0,5783.490234375
2006-03-03,5811.47998046875,5691.2099609375,5771.330078125,5721.4599609375,116723600.0,5721.4599609375
2006-03-06,5768.97998046875,5726.58984375,5742.06982421875,5754.06005859375,136912000.0,5754.06005859375
2006-03-07,5750.85009765625,5698.06005859375,5732.5400390625,5739.27978515625,120090400.0,5739.27978515625
2006-03-08,5763.27001953125,5664.18994140625,5745.3798828125,5673.35986328125,128536100.0,5673.35986328125
2006-03-09,5741.830078125,5693.2998046875,5711.02001953125,5732.22021484375,109367600.0,5732.22021484375
2006-03-10,5804.9501953125,5708.7900390625,5715.2998046875,5804.919921875,95419600.0,5804.919921875
2006-03-13,5859.919921875,5807.60986328125,5820.740234375,5855.16015625,104874800.0,5855.16015625
2006-03-14,5870.8798828125,5823.6298828125,5841.43017578125,5870.8798828125,114571000.0,5870.8798828125
2006-03-15,5905.830078125,5869.509765625,5885.5,5898.47998046875,127633200.0,5898.47998046875
2006-03-16,5909.5,5867.3701171875,5906.2998046875,5897.7900390625,103842100.0,5897.7900390625
2006-03-17,5947.43017578125,5862.0400390625,5906.35986328125,5882.3798828125,197499000.0,5882.3798828125
2006-03-20,5932.4599609375,5884.330078125,5895.77978515625,5902.7900390625,83363200.0,5902.7900390625
2006-03-21,5911.85986328125,5847.89990234375,5900.83984375,5911.85986328125,100284700.0,5911.85986328125
2006-03-22,5949.14990234375,5859.52001953125,5883.08984375,5932.31005859375,121498700.0,5932.31005859375
2006-03-23,5960.02001953125,5922.02978515625,5941.77978515625,5947.10986328125,140390000.0,5947.10986328125
2006-03-24,5977.06005859375,5941.240234375,5956.35009765625,5973.14013671875,166691200.0,5973.14013671875
2006-03-27,5976.6298828125,5910.89013671875,5972.14990234375,5912.259765625,102626800.0,5912.259765625
2006-03-28,5940.58984375,5863.06982421875,5914.64990234375,5890.6298828125,107796500.0,5890.6298828125
2006-03-29,5921.1201171875,5868.2099609375,5893.27001953125,5914.77978515625,124427200.0,5914.77978515625
2006-03-30,5993.4501953125,5936.31005859375,5943.47021484375,5984.18994140625,120245900.0,5984.18994140625
2006-03-31,5993.89990234375,5942.8798828125,5972.02978515625,5970.080078125,105929000.0,5970.080078125
2006-04-03,6028.14013671875,5978.4599609375,5989.080078125,6024.0498046875,85183000.0,6024.0498046875
2006-04-04,6024.66015625,5992.89013671875,6015.3701171875,6013.85009765625,93134000.0,6013.85009765625
2006-04-05,6035.669921875,5995.77001953125,6013.89013671875,6029.2001953125,109968200.0,6029.2001953125
2006-04-06,6047.97998046875,6008.56005859375,6033.68994140625,6031.39013671875,109637700.0,6031.39013671875
2006-04-07,6045.25,5947.56005859375,6028.330078125,5952.919921875,112183900.0,5952.919921875
2006-04-10,6004.7099609375,5943.1201171875,5951.080078125,6003.39990234375,78738900.0,6003.39990234375
2006-04-11,6000.759765625,5895.0400390625,6000.10986328125,5908.47021484375,126666100.0,5908.47021484375
2006-04-12,5917.27978515625,5860.5,5907.91015625,5901.25,113175400.0,5901.25
2006-04-13,5925.39990234375,5873.580078125,5909.81982421875,5918.56982421875,89156700.0,5918.56982421875
2006-04-18,5917.83984375,5866.85009765625,5915.10986328125,5902.580078125,87556900.0,5902.580078125
2006-04-19,5996.60009765625,5935.41015625,5935.41015625,5993.759765625,115498800.0,5993.759765625
2006-04-20,6089.2998046875,5996.5,6000.31982421875,6063.27978515625,132447800.0,6063.27978515625
2006-04-21,6108.68994140625,6069.3798828125,6070.85986328125,6094.75,118842900.0,6094.75
2006-04-24,6094.830078125,6034.85986328125,6058.75,6079.08984375,171732100.0,6079.08984375
2006-04-25,6111.2998046875,6051.60986328125,6084.7998046875,6078.7998046875,125819200.0,6078.7998046875
2006-04-26,6121.9501953125,6081.9501953125,6089.81982421875,6107.1201171875,129323200.0,6107.1201171875
2006-04-27,6113.080078125,6021.27001953125,6104.27978515625,6067.740234375,172955800.0,6067.740234375
2006-04-28,6061.5,6003.91015625,6061.5,6009.89013671875,138317700.0,6009.89013671875
2006-05-02,6056.27001953125,6006.8701171875,6014.3798828125,6051.2900390625,128906600.0,6051.2900390625
2006-05-03,6079.7998046875,5962.85986328125,6054.64013671875,5968.9599609375,146415000.0,5968.9599609375
2006-05-04,6040.7001953125,5968.68017578125,5980.490234375,6039.31982421875,177623000.0,6039.31982421875
2006-05-05,6113.2900390625,6045.830078125,6049.25,6113.2900390625,111278000.0,6113.2900390625
2006-05-08,6153.47021484375,6118.97998046875,6126.9599609375,6127.97998046875,107181300.0,6127.97998046875
2006-05-09,6142.02001953125,6100.0400390625,6128.009765625,6140.72021484375,132973300.0,6140.72021484375
2006-05-10,6157.9599609375,6110.4501953125,6119.10986328125,6118.3798828125,153291300.0,6118.3798828125
2006-05-11,6162.3701171875,6047.43017578125,6122.009765625,6054.72021484375,185066200.0,6054.72021484375
2006-05-12,6043.64990234375,5915.740234375,6028.39013671875,5916.27978515625,179608300.0,5916.27978515625
2006-05-15,5902.43994140625,5785.14013671875,5893.0,5857.02978515625,176633900.0,5857.02978515625
